case_id,case_type,num_parties,priority,judge_id,judge_idx,courtroom_id,hearing_date,hearing_duration_mins
CASE03701,Family,2,Medium,J003,2,CR03,2025-03-26,73
CASE03702,Constitutional,9,Low,J002,1,CR05,2024-02-15,306
CASE03703,Criminal,3,Low,J005,4,CR06,2025-09-09,202
CASE03704,Criminal,4,Low,J006,5,CR04,2024-05-13,129
CASE03705,Civil,4,Low,J008,7,CR07,2025-05-06,71
CASE03706,Civil,2,Medium,J001,0,CR02,2024-03-20,31
CASE03707,Civil,2,Medium,J004,3,CR04,2025-05-22,96
CASE03708,Family,3,Medium,J008,7,CR06,2024-08-14,127
CASE03709,Family,2,Low,J007,6,CR05,2025-06-24,103
CASE03710,Family,2,Medium,J007,6,CR06,2025-12-16,86
CASE03711,Commercial,4,Medium,J007,6,CR02,2024-02-26,83
CASE03712,Civil,2,Medium,J004,3,CR07,2025-12-24,81
CASE03713,Civil,3,Medium,J008,7,CR08,2024-10-14,95
CASE03714,Civil,3,Medium,J001,0,CR04,2024-05-21,80
CASE03715,Criminal,4,Medium,J006,5,CR04,2025-07-21,128
CASE03716,Civil,2,Medium,J003,2,CR02,2025-01-17,78
CASE03717,Family,3,Medium,J008,7,CR03,2024-02-07,96
CASE03718,Civil,3,High,J003,2,CR08,2025-10-28,145
CASE03719,Civil,5,Medium,J006,5,CR02,2024-01-23,105
CASE03720,Family,3,Low,J007,6,CR01,2024-10-04,64
CASE03721,Civil,5,Low,J004,3,CR07,2024-11-04,69
CASE03722,Civil,4,High,J001,0,CR01,2025-09-17,98
CASE03723,Criminal,4,Low,J005,4,CR08,2025-01-27,147
CASE03724,Labour,3,Medium,J005,4,CR08,2024-02-16,102
CASE03725,Land,4,High,J001,0,CR04,2025-01-24,123
CASE03726,Civil,4,Medium,J003,2,CR07,2025-06-30,64
CASE03727,Commercial,9,Low,J001,0,CR05,2025-07-09,106
CASE03728,Criminal,5,Low,J005,4,CR01,2025-09-16,132
CASE03729,Criminal,4,High,J005,4,CR05,2025-08-29,243
CASE03730,Civil,5,Medium,J003,2,CR01,2024-12-16,116
CASE03731,Commercial,6,Low,J007,6,CR07,2025-03-14,149
CASE03732,Commercial,8,Low,J007,6,CR01,2024-04-22,152
CASE03733,Constitutional,3,Medium,J006,5,CR05,2025-07-02,189
CASE03734,Criminal,4,High,J005,4,CR07,2025-08-05,281
CASE03735,Family,2,Medium,J008,7,CR05,2025-04-24,100
CASE03736,Land,3,Low,J008,7,CR04,2024-05-16,46
CASE03737,Criminal,4,Medium,J002,1,CR05,2024-10-08,176
CASE03738,Civil,2,Low,J001,0,CR04,2025-07-10,121
CASE03739,Family,2,Low,J007,6,CR06,2025-08-08,36
CASE03740,Land,5,Medium,J004,3,CR01,2025-09-23,158
CASE03741,Family,3,High,J007,6,CR06,2024-10-03,63
CASE03742,Commercial,6,High,J007,6,CR05,2025-10-31,265
CASE03743,Civil,4,Medium,J008,7,CR01,2024-05-08,74
CASE03744,Constitutional,8,Medium,J006,5,CR06,2024-07-03,243
CASE03745,Land,2,Medium,J004,3,CR08,2024-01-19,190
CASE03746,Civil,2,High,J006,5,CR01,2025-04-23,105
CASE03747,Civil,2,Medium,J001,0,CR06,2025-05-07,31
CASE03748,Criminal,7,Medium,J006,5,CR04,2024-03-01,165
CASE03749,Land,5,Medium,J008,7,CR02,2024-10-11,45
CASE03750,Criminal,4,Low,J006,5,CR06,2024-03-07,95
CASE03751,Criminal,7,High,J005,4,CR03,2024-10-10,72
CASE03752,Labour,4,Low,J005,4,CR08,2024-08-21,72
CASE03753,Civil,2,High,J003,2,CR03,2025-09-25,105
CASE03754,Labour,2,Medium,J007,6,CR01,2024-08-27,49
CASE03755,Criminal,5,Medium,J002,1,CR01,2024-07-08,214
CASE03756,Labour,4,Low,J007,6,CR08,2024-11-21,101
CASE03757,Constitutional,6,Low,J002,1,CR04,2024-03-04,227
CASE03758,Land,3,High,J008,7,CR05,2024-01-18,172
CASE03759,Land,3,Low,J008,7,CR06,2025-07-08,134
CASE03760,Commercial,3,High,J007,6,CR01,2024-08-29,309
CASE03761,Labour,2,Medium,J005,4,CR02,2024-03-21,88
CASE03762,Civil,4,Medium,J008,7,CR08,2024-04-26,75
CASE03763,Labour,2,Low,J007,6,CR02,2025-08-08,65
CASE03764,Criminal,7,Low,J005,4,CR07,2024-03-15,185
CASE03765,Civil,2,High,J006,5,CR05,2024-05-27,148
CASE03766,Land,5,Medium,J001,0,CR06,2024-12-10,74
CASE03767,Criminal,6,Medium,J005,4,CR06,2024-10-29,170
CASE03768,Civil,3,Medium,J008,7,CR01,2024-06-14,78
CASE03769,Land,2,High,J004,3,CR01,2024-10-25,150
CASE03770,Commercial,3,High,J001,0,CR01,2024-04-19,163
CASE03771,Criminal,5,Low,J006,5,CR04,2025-06-05,20
CASE03772,Land,3,Medium,J008,7,CR06,2024-08-09,92
CASE03773,Commercial,5,Medium,J004,3,CR01,2025-11-04,140
CASE03774,Criminal,6,Medium,J006,5,CR03,2025-10-27,77
CASE03775,Criminal,6,Medium,J002,1,CR02,2025-08-12,190
CASE03776,Civil,2,Medium,J008,7,CR07,2025-06-25,95
CASE03777,Family,2,Medium,J003,2,CR08,2025-11-07,88
CASE03778,Criminal,7,Medium,J006,5,CR08,2024-11-21,148
CASE03779,Civil,4,Medium,J004,3,CR04,2025-08-13,43
CASE03780,Family,3,Medium,J007,6,CR04,2024-12-03,50
CASE03781,Civil,5,Medium,J003,2,CR06,2024-11-19,114
CASE03782,Constitutional,3,Medium,J002,1,CR04,2025-04-01,169
CASE03783,Criminal,7,Medium,J006,5,CR07,2025-01-06,111
CASE03784,Constitutional,11,Low,J002,1,CR06,2025-07-28,45
CASE03785,Constitutional,3,Medium,J002,1,CR06,2025-09-12,301
CASE03786,Civil,2,Medium,J003,2,CR08,2025-03-05,61
CASE03787,Civil,5,Low,J003,2,CR03,2025-08-22,63
CASE03788,Criminal,2,High,J006,5,CR03,2024-09-24,253
CASE03789,Civil,2,Medium,J004,3,CR06,2024-11-18,87
CASE03790,Family,3,Low,J003,2,CR02,2025-06-02,65
CASE03791,Criminal,3,Low,J002,1,CR08,2025-10-10,154
CASE03792,Land,4,Low,J001,0,CR03,2025-04-10,141
CASE03793,Criminal,3,Low,J002,1,CR03,2025-03-05,128
CASE03794,Civil,2,High,J004,3,CR08,2024-05-10,76
CASE03795,Civil,4,High,J001,0,CR07,2024-01-26,93
CASE03796,Family,3,High,J008,7,CR03,2024-05-16,38
CASE03797,Family,3,Medium,J008,7,CR07,2025-12-15,77
CASE03798,Constitutional,5,Medium,J002,1,CR05,2024-05-02,197
CASE03799,Land,5,Medium,J004,3,CR06,2025-08-29,150
CASE03800,Commercial,4,High,J007,6,CR02,2024-12-30,65
CASE03801,Criminal,7,Medium,J005,4,CR07,2025-10-08,89
CASE03802,Civil,5,Medium,J006,5,CR07,2024-10-24,139
CASE03803,Commercial,9,Medium,J004,3,CR03,2025-08-27,188
CASE03804,Criminal,2,Medium,J006,5,CR02,2024-06-05,128
CASE03805,Family,3,Low,J003,2,CR06,2025-10-27,90
CASE03806,Land,4,Medium,J004,3,CR07,2024-11-25,105
CASE03807,Family,2,Low,J007,6,CR03,2025-06-05,72
CASE03808,Civil,5,Medium,J008,7,CR05,2024-04-10,100
CASE03809,Criminal,4,Low,J002,1,CR05,2025-05-21,88
CASE03810,Labour,2,Low,J005,4,CR01,2025-08-01,93
CASE03811,Labour,4,Medium,J007,6,CR07,2024-11-27,93
CASE03812,Civil,3,Medium,J006,5,CR06,2024-07-02,63
CASE03813,Constitutional,11,High,J002,1,CR01,2025-03-17,237
CASE03814,Civil,3,High,J008,7,CR05,2025-08-12,129
CASE03815,Commercial,8,High,J007,6,CR06,2024-04-12,150
CASE03816,Commercial,7,High,J004,3,CR05,2024-06-19,173
CASE03817,Land,3,Medium,J001,0,CR05,2024-10-08,152
CASE03818,Civil,4,Low,J006,5,CR08,2024-10-23,78
CASE03819,Commercial,7,Medium,J004,3,CR02,2024-08-26,133
CASE03820,Civil,3,Medium,J004,3,CR03,2024-04-09,67
CASE03821,Family,2,Medium,J003,2,CR03,2024-01-30,95
CASE03822,Family,2,Medium,J008,7,CR01,2025-07-07,78
CASE03823,Criminal,7,Low,J006,5,CR04,2024-01-08,121
CASE03824,Family,3,Medium,J007,6,CR01,2025-01-14,74
CASE03825,Labour,2,Medium,J003,2,CR05,2025-08-08,117
CASE03826,Civil,5,Medium,J006,5,CR08,2025-06-18,51
CASE03827,Family,3,Medium,J003,2,CR08,2024-10-30,94
CASE03828,Land,2,Low,J001,0,CR02,2025-04-01,180
CASE03829,Civil,2,Low,J006,5,CR08,2024-09-27,97
CASE03830,Civil,4,High,J001,0,CR03,2024-04-30,187
CASE03831,Civil,3,High,J004,3,CR02,2024-08-16,120
CASE03832,Commercial,5,Medium,J007,6,CR02,2024-06-10,186
CASE03833,Constitutional,8,Low,J006,5,CR05,2025-04-10,92
CASE03834,Criminal,4,Low,J006,5,CR02,2025-12-25,230
CASE03835,Criminal,7,Low,J006,5,CR06,2025-03-20,185
CASE03836,Criminal,2,Medium,J002,1,CR06,2024-02-07,186
CASE03837,Land,5,High,J008,7,CR01,2024-09-09,150
CASE03838,Family,2,Medium,J003,2,CR07,2024-08-14,73
CASE03839,Civil,4,High,J003,2,CR05,2024-06-05,140
CASE03840,Criminal,2,Medium,J005,4,CR03,2024-10-17,153
CASE03841,Commercial,8,Medium,J001,0,CR04,2025-10-13,161
CASE03842,Land,2,Low,J001,0,CR04,2024-01-05,101
CASE03843,Constitutional,4,Medium,J006,5,CR02,2025-09-18,254
CASE03844,Land,4,Medium,J001,0,CR03,2025-03-05,111
CASE03845,Land,2,Medium,J008,7,CR05,2025-10-09,84
CASE03846,Civil,2,Medium,J008,7,CR04,2025-10-16,142
CASE03847,Criminal,3,High,J005,4,CR08,2025-11-04,63
CASE03848,Constitutional,9,Medium,J002,1,CR05,2024-08-26,283
CASE03849,Civil,4,Medium,J004,3,CR08,2025-10-08,126
CASE03850,Criminal,5,Low,J005,4,CR06,2025-07-11,135
CASE03851,Criminal,5,Low,J005,4,CR05,2024-04-09,87
CASE03852,Criminal,3,High,J002,1,CR02,2024-10-22,115
CASE03853,Land,2,Medium,J004,3,CR08,2024-09-11,148
CASE03854,Constitutional,5,Medium,J006,5,CR02,2025-04-21,20
CASE03855,Criminal,3,Medium,J005,4,CR02,2025-12-15,179
CASE03856,Land,5,Medium,J004,3,CR03,2025-05-16,181
CASE03857,Civil,3,Medium,J008,7,CR07,2025-12-05,119
CASE03858,Criminal,4,Medium,J002,1,CR01,2024-10-25,177
CASE03859,Criminal,4,Low,J005,4,CR04,2024-03-04,92
CASE03860,Land,2,Medium,J008,7,CR06,2024-09-25,157
CASE03861,Family,2,Medium,J008,7,CR06,2025-02-26,66
CASE03862,Criminal,6,Medium,J005,4,CR08,2025-03-12,195
CASE03863,Commercial,5,Medium,J004,3,CR05,2024-02-26,149
CASE03864,Criminal,2,Low,J005,4,CR08,2024-08-13,148
CASE03865,Criminal,4,Medium,J005,4,CR01,2024-11-12,147
CASE03866,Constitutional,11,Medium,J006,5,CR07,2024-08-15,276
CASE03867,Commercial,9,High,J007,6,CR03,2025-07-03,100
CASE03868,Civil,3,Low,J003,2,CR02,2025-09-18,62
CASE03869,Land,5,Medium,J004,3,CR03,2025-09-12,86
CASE03870,Criminal,5,Medium,J006,5,CR01,2024-01-23,124
CASE03871,Criminal,7,Low,J005,4,CR02,2025-12-23,158
CASE03872,Civil,3,High,J004,3,CR06,2025-07-21,85
CASE03873,Criminal,7,High,J002,1,CR01,2025-06-16,261
CASE03874,Criminal,7,Medium,J002,1,CR06,2025-07-03,211
CASE03875,Family,3,High,J003,2,CR03,2025-07-03,138
CASE03876,Family,2,Medium,J007,6,CR04,2024-10-25,82
CASE03877,Civil,5,Medium,J003,2,CR06,2024-12-06,106
CASE03878,Commercial,6,Low,J004,3,CR04,2025-07-21,209
CASE03879,Civil,5,Medium,J003,2,CR01,2024-02-07,109
CASE03880,Criminal,4,High,J002,1,CR02,2025-05-29,176
CASE03881,Civil,3,Medium,J006,5,CR08,2024-02-14,118
CASE03882,Commercial,5,Low,J001,0,CR05,2024-11-05,119
CASE03883,Constitutional,5,Medium,J002,1,CR04,2025-10-09,108
CASE03884,Civil,3,Medium,J003,2,CR01,2024-05-07,95
CASE03885,Land,2,Low,J004,3,CR07,2024-05-15,44
CASE03886,Criminal,2,Medium,J006,5,CR05,2024-03-28,32
CASE03887,Criminal,6,Medium,J002,1,CR02,2025-12-22,145
CASE03888,Civil,5,Low,J006,5,CR01,2024-01-17,117
CASE03889,Criminal,4,Medium,J006,5,CR03,2024-04-08,144
CASE03890,Commercial,6,Medium,J007,6,CR07,2024-07-18,103
CASE03891,Commercial,5,Low,J007,6,CR05,2024-11-28,127
CASE03892,Civil,3,High,J006,5,CR01,2024-11-06,113
CASE03893,Land,5,Medium,J004,3,CR08,2025-11-03,144
CASE03894,Commercial,6,Medium,J007,6,CR08,2025-01-21,96
CASE03895,Family,3,Medium,J007,6,CR07,2024-08-16,69
CASE03896,Commercial,8,Low,J004,3,CR05,2025-07-01,212
CASE03897,Family,2,Medium,J008,7,CR04,2025-01-27,37
CASE03898,Criminal,4,Low,J002,1,CR08,2025-01-17,166
CASE03899,Family,3,High,J008,7,CR02,2025-04-09,55
CASE03900,Criminal,6,Medium,J002,1,CR01,2025-02-11,218
CASE03901,Land,4,Medium,J001,0,CR08,2025-01-14,90
CASE03902,Family,2,Medium,J007,6,CR02,2025-10-21,54
CASE03903,Commercial,5,Medium,J004,3,CR06,2024-05-28,140
CASE03904,Constitutional,2,Low,J002,1,CR02,2025-07-29,201
CASE03905,Commercial,2,High,J001,0,CR04,2024-09-13,100
CASE03906,Civil,3,Low,J001,0,CR03,2025-02-17,128
CASE03907,Civil,4,Low,J008,7,CR08,2025-06-20,114
CASE03908,Civil,2,Low,J008,7,CR04,2025-05-21,49
CASE03909,Land,5,High,J004,3,CR07,2024-11-15,165
CASE03910,Civil,4,High,J004,3,CR03,2024-02-08,126
CASE03911,Constitutional,3,Medium,J006,5,CR07,2024-10-02,283
CASE03912,Civil,4,High,J003,2,CR08,2025-05-27,75
CASE03913,Family,2,High,J007,6,CR04,2024-11-26,119
CASE03914,Criminal,5,Medium,J005,4,CR08,2025-06-11,206
CASE03915,Civil,5,Low,J008,7,CR02,2024-04-18,125
CASE03916,Civil,3,High,J006,5,CR02,2025-01-20,107
CASE03917,Civil,2,High,J003,2,CR01,2025-06-17,127
CASE03918,Commercial,2,Medium,J007,6,CR02,2024-06-20,105
CASE03919,Civil,5,Low,J003,2,CR08,2025-03-11,69
CASE03920,Commercial,3,Medium,J004,3,CR03,2025-05-14,134
CASE03921,Family,3,High,J003,2,CR07,2025-02-13,94
CASE03922,Constitutional,5,Medium,J002,1,CR05,2024-05-01,292
CASE03923,Civil,5,Medium,J006,5,CR05,2025-11-24,112
CASE03924,Criminal,4,Medium,J005,4,CR06,2025-09-22,99
CASE03925,Civil,2,Medium,J004,3,CR03,2024-10-25,87
CASE03926,Criminal,7,Medium,J006,5,CR04,2025-01-16,335
CASE03927,Criminal,2,High,J006,5,CR05,2025-04-29,197
CASE03928,Civil,5,Medium,J006,5,CR04,2024-12-05,89
CASE03929,Criminal,7,Medium,J006,5,CR03,2024-06-18,125
CASE03930,Criminal,3,Medium,J006,5,CR08,2024-01-12,149
CASE03931,Civil,2,Low,J004,3,CR07,2024-07-03,59
CASE03932,Criminal,3,High,J002,1,CR08,2024-07-12,142
CASE03933,Family,2,High,J003,2,CR02,2025-04-15,99
CASE03934,Civil,5,Medium,J004,3,CR02,2024-03-04,108
CASE03935,Civil,3,Low,J008,7,CR08,2025-09-01,85
CASE03936,Commercial,8,Medium,J001,0,CR02,2024-12-25,170
CASE03937,Civil,4,Medium,J008,7,CR04,2024-12-20,91
CASE03938,Civil,5,Low,J001,0,CR04,2024-10-09,99
CASE03939,Commercial,6,Low,J004,3,CR07,2025-08-22,100
CASE03940,Family,2,Medium,J008,7,CR05,2025-10-02,69
CASE03941,Civil,4,Medium,J006,5,CR05,2025-07-29,39
CASE03942,Criminal,6,Low,J006,5,CR04,2024-03-21,70
CASE03943,Criminal,6,Medium,J006,5,CR03,2024-04-16,118
CASE03944,Criminal,4,Low,J006,5,CR04,2024-10-14,123
CASE03945,Civil,3,Medium,J003,2,CR05,2025-08-01,141
CASE03946,Commercial,3,Low,J001,0,CR03,2025-06-19,117
CASE03947,Criminal,5,Medium,J006,5,CR07,2024-12-05,89
CASE03948,Criminal,3,Medium,J006,5,CR05,2025-09-23,166
CASE03949,Civil,4,Medium,J006,5,CR04,2024-01-04,115
CASE03950,Commercial,6,High,J001,0,CR04,2024-04-04,133
CASE03951,Civil,3,Medium,J008,7,CR03,2024-05-27,113
CASE03952,Land,2,Medium,J001,0,CR08,2024-01-02,130
CASE03953,Civil,5,Medium,J004,3,CR02,2024-05-21,57
CASE03954,Civil,4,Medium,J008,7,CR08,2025-03-12,85
CASE03955,Commercial,2,High,J007,6,CR08,2024-11-06,184
CASE03956,Criminal,3,Low,J006,5,CR02,2024-09-04,120
CASE03957,Civil,3,Medium,J008,7,CR07,2025-01-22,111
CASE03958,Criminal,3,Low,J005,4,CR08,2024-12-30,192
CASE03959,Civil,5,High,J004,3,CR06,2024-03-22,34
CASE03960,Family,3,Medium,J008,7,CR04,2024-06-20,111
CASE03961,Criminal,3,High,J006,5,CR05,2025-12-30,164
CASE03962,Commercial,8,Low,J001,0,CR07,2025-07-28,181
CASE03963,Civil,5,High,J006,5,CR08,2025-12-03,81
CASE03964,Criminal,6,Medium,J002,1,CR07,2025-10-30,143
CASE03965,Commercial,3,Medium,J004,3,CR03,2025-01-10,81
CASE03966,Land,5,Medium,J004,3,CR06,2025-03-11,173
CASE03967,Commercial,5,Low,J001,0,CR04,2025-01-27,88
CASE03968,Civil,3,Medium,J004,3,CR03,2024-01-12,83
CASE03969,Civil,4,High,J003,2,CR08,2025-06-23,142
CASE03970,Family,3,High,J003,2,CR01,2024-11-14,68
CASE03971,Criminal,3,Low,J005,4,CR02,2025-01-13,61
CASE03972,Criminal,7,Medium,J005,4,CR01,2024-10-07,261
CASE03973,Commercial,7,Medium,J001,0,CR05,2025-10-20,173
CASE03974,Criminal,7,Medium,J005,4,CR07,2024-02-15,171
CASE03975,Commercial,8,Medium,J007,6,CR05,2024-10-08,195
CASE03976,Civil,4,Low,J001,0,CR01,2025-04-28,60
CASE03977,Criminal,5,Low,J006,5,CR08,2024-06-27,116
CASE03978,Commercial,6,High,J004,3,CR02,2025-01-14,90
CASE03979,Criminal,3,Medium,J002,1,CR03,2025-12-24,106
CASE03980,Civil,2,High,J003,2,CR03,2024-03-26,126
CASE03981,Commercial,7,High,J004,3,CR02,2024-02-28,201
CASE03982,Commercial,2,Medium,J004,3,CR01,2024-11-18,196
CASE03983,Civil,2,Low,J001,0,CR05,2024-07-18,140
CASE03984,Civil,4,Low,J008,7,CR01,2025-11-20,112
CASE03985,Criminal,6,Medium,J005,4,CR03,2025-06-13,271
CASE03986,Family,2,Low,J003,2,CR07,2025-03-03,83
CASE03987,Civil,2,Medium,J001,0,CR02,2024-07-17,101
CASE03988,Criminal,4,Medium,J006,5,CR03,2024-10-01,133
CASE03989,Civil,4,Low,J001,0,CR03,2025-03-31,126
CASE03990,Civil,2,Medium,J001,0,CR05,2025-09-16,34
CASE03991,Civil,3,Medium,J003,2,CR07,2024-06-27,91
CASE03992,Commercial,8,Medium,J007,6,CR01,2024-11-15,191
CASE03993,Family,2,Medium,J007,6,CR06,2024-05-01,71
CASE03994,Civil,2,Medium,J004,3,CR08,2025-08-05,128
CASE03995,Criminal,7,Low,J006,5,CR02,2024-04-01,122
CASE03996,Commercial,6,Low,J001,0,CR02,2024-07-10,130
CASE03997,Land,4,Medium,J004,3,CR01,2024-01-12,104
CASE03998,Civil,4,Low,J003,2,CR06,2025-04-17,111
CASE03999,Land,2,Low,J001,0,CR04,2024-11-12,92
CASE04000,Land,5,High,J008,7,CR04,2024-05-16,65
CASE04001,Criminal,3,High,J005,4,CR01,2025-01-24,168
CASE04002,Criminal,6,Low,J006,5,CR05,2024-07-02,194
CASE04003,Criminal,4,Medium,J005,4,CR03,2024-11-20,171
CASE04004,Civil,2,Low,J006,5,CR04,2024-07-12,79
CASE04005,Criminal,4,Low,J005,4,CR04,2024-07-01,82
CASE04006,Commercial,6,Medium,J004,3,CR05,2025-12-16,89
CASE04007,Family,3,High,J007,6,CR05,2024-04-05,70
CASE04008,Criminal,3,Medium,J005,4,CR06,2025-01-08,180
CASE04009,Criminal,2,Low,J005,4,CR08,2025-10-09,169
CASE04010,Land,5,Medium,J008,7,CR03,2024-02-08,83
CASE04011,Civil,3,Medium,J008,7,CR07,2025-08-06,122
CASE04012,Labour,2,Medium,J003,2,CR07,2025-10-24,43
CASE04013,Constitutional,4,Medium,J006,5,CR04,2024-12-17,206
CASE04014,Family,3,Medium,J008,7,CR05,2024-04-03,79
CASE04015,Civil,4,Medium,J008,7,CR04,2024-08-12,81
CASE04016,Criminal,3,Medium,J005,4,CR05,2024-04-29,51
CASE04017,Criminal,2,Medium,J006,5,CR03,2025-05-02,144
CASE04018,Constitutional,11,High,J002,1,CR08,2024-11-27,149
CASE04019,Land,5,Medium,J004,3,CR07,2025-11-06,102
CASE04020,Criminal,3,Low,J006,5,CR01,2024-11-27,196
CASE04021,Land,2,Medium,J008,7,CR02,2025-10-07,82
CASE04022,Commercial,2,Medium,J004,3,CR01,2024-06-12,135
CASE04023,Civil,5,Medium,J006,5,CR08,2024-12-09,155
CASE04024,Criminal,3,High,J005,4,CR02,2024-07-11,110
CASE04025,Family,3,Medium,J007,6,CR05,2025-04-24,88
CASE04026,Land,2,Medium,J008,7,CR03,2024-01-24,39
CASE04027,Civil,5,Medium,J006,5,CR08,2025-08-13,79
CASE04028,Civil,2,Medium,J006,5,CR07,2025-04-30,161
CASE04029,Civil,2,Low,J003,2,CR05,2025-09-08,110
CASE04030,Criminal,5,Medium,J005,4,CR08,2025-11-26,176
CASE04031,Criminal,2,Medium,J005,4,CR05,2024-02-12,223
CASE04032,Civil,5,Medium,J003,2,CR02,2025-03-13,58
CASE04033,Civil,5,Medium,J004,3,CR07,2024-01-31,122
CASE04034,Civil,2,Low,J003,2,CR03,2024-11-04,109
CASE04035,Civil,4,Low,J008,7,CR04,2025-08-05,84
CASE04036,Civil,5,Medium,J003,2,CR03,2025-11-11,150
CASE04037,Criminal,7,Medium,J005,4,CR01,2024-04-03,223
CASE04038,Criminal,2,Medium,J005,4,CR03,2025-04-15,239
CASE04039,Commercial,9,Medium,J004,3,CR03,2025-04-17,113
CASE04040,Civil,2,Medium,J001,0,CR03,2024-07-25,118
CASE04041,Civil,2,High,J003,2,CR05,2024-11-11,103
CASE04042,Criminal,5,Medium,J002,1,CR03,2024-08-30,255
CASE04043,Civil,3,Medium,J003,2,CR07,2024-04-03,79
CASE04044,Civil,5,Medium,J003,2,CR03,2025-12-03,124
CASE04045,Civil,3,Low,J008,7,CR06,2024-06-13,117
CASE04046,Family,2,Low,J007,6,CR02,2025-04-28,64
CASE04047,Commercial,5,Low,J007,6,CR07,2025-12-17,218
CASE04048,Commercial,3,Low,J001,0,CR08,2025-01-21,100
CASE04049,Land,3,Medium,J004,3,CR04,2024-04-09,78
CASE04050,Criminal,5,Medium,J005,4,CR03,2024-11-22,171
CASE04051,Civil,4,High,J003,2,CR07,2024-10-17,109
CASE04052,Civil,4,Medium,J006,5,CR07,2025-07-01,80
CASE04053,Criminal,2,High,J002,1,CR06,2025-05-16,292
CASE04054,Criminal,4,Low,J006,5,CR01,2024-08-16,187
CASE04055,Family,3,Low,J008,7,CR03,2024-08-29,112
CASE04056,Civil,4,Medium,J004,3,CR06,2025-05-29,110
CASE04057,Family,3,Medium,J003,2,CR07,2024-03-21,98
CASE04058,Labour,4,Low,J007,6,CR04,2024-05-22,131
CASE04059,Criminal,3,Medium,J005,4,CR04,2024-02-16,46
CASE04060,Constitutional,6,Low,J002,1,CR05,2025-01-29,80
CASE04061,Constitutional,11,Medium,J002,1,CR07,2024-06-04,238
CASE04062,Criminal,6,Low,J005,4,CR05,2025-05-08,99
CASE04063,Civil,5,Low,J001,0,CR05,2024-07-03,67
CASE04064,Constitutional,5,Low,J002,1,CR07,2024-04-19,206
CASE04065,Land,2,Medium,J004,3,CR02,2025-12-04,191
CASE04066,Family,2,Medium,J008,7,CR02,2025-11-03,105
CASE04067,Civil,2,High,J006,5,CR01,2024-06-14,130
CASE04068,Civil,2,Medium,J004,3,CR03,2025-08-12,109
CASE04069,Criminal,6,Low,J006,5,CR07,2025-12-04,135
CASE04070,Criminal,3,Medium,J005,4,CR01,2025-05-13,27
CASE04071,Criminal,7,Low,J006,5,CR07,2024-02-26,174
CASE04072,Criminal,5,Low,J005,4,CR07,2024-04-29,92
CASE04073,Commercial,2,High,J007,6,CR08,2025-05-30,31
CASE04074,Labour,3,Medium,J005,4,CR08,2025-12-31,101
CASE04075,Land,5,Medium,J004,3,CR06,2024-04-25,135
CASE04076,Civil,4,Low,J003,2,CR07,2025-01-28,53
CASE04077,Commercial,9,Low,J007,6,CR02,2024-06-03,181
CASE04078,Family,3,Low,J003,2,CR06,2025-12-26,34
CASE04079,Family,2,High,J008,7,CR05,2024-07-22,136
CASE04080,Civil,5,Medium,J008,7,CR08,2024-02-20,151
CASE04081,Criminal,3,Medium,J005,4,CR05,2025-04-17,194
CASE04082,Civil,3,Low,J004,3,CR01,2025-12-04,86
CASE04083,Family,2,Medium,J007,6,CR05,2025-03-12,85
CASE04084,Family,2,High,J007,6,CR05,2024-01-26,124
CASE04085,Commercial,3,Medium,J007,6,CR05,2024-07-03,186
CASE04086,Civil,3,Low,J004,3,CR06,2025-03-04,116
CASE04087,Land,4,High,J001,0,CR08,2024-11-29,153
CASE04088,Civil,3,Medium,J004,3,CR01,2025-09-03,144
CASE04089,Commercial,4,Low,J001,0,CR06,2024-02-08,228
CASE04090,Family,3,High,J008,7,CR07,2024-09-12,70
CASE04091,Criminal,7,Medium,J002,1,CR02,2025-07-02,182
CASE04092,Commercial,8,Medium,J001,0,CR03,2024-05-29,83
CASE04093,Commercial,5,Medium,J007,6,CR08,2025-03-18,71
CASE04094,Civil,4,Medium,J004,3,CR06,2025-04-15,88
CASE04095,Criminal,7,Medium,J006,5,CR04,2025-08-06,134
CASE04096,Land,2,Medium,J004,3,CR01,2024-03-20,181
CASE04097,Criminal,5,Medium,J005,4,CR06,2024-05-31,149
CASE04098,Family,2,Medium,J008,7,CR02,2025-01-27,68
CASE04099,Criminal,3,High,J006,5,CR02,2024-12-12,165
CASE04100,Land,2,Low,J008,7,CR05,2024-01-24,90
CASE04101,Civil,4,Medium,J003,2,CR05,2025-10-31,110
CASE04102,Civil,4,Medium,J001,0,CR07,2024-04-30,80
CASE04103,Commercial,4,Medium,J001,0,CR05,2024-11-07,79
CASE04104,Land,4,Low,J008,7,CR04,2025-12-12,62
CASE04105,Criminal,2,Low,J002,1,CR06,2025-08-11,113
CASE04106,Criminal,4,Low,J005,4,CR04,2025-03-24,116
CASE04107,Civil,2,Medium,J004,3,CR03,2024-10-11,110
CASE04108,Criminal,7,Medium,J006,5,CR01,2025-09-12,67
CASE04109,Commercial,9,Low,J004,3,CR03,2025-11-26,127
CASE04110,Civil,4,High,J004,3,CR05,2025-02-21,131
CASE04111,Commercial,2,Low,J001,0,CR01,2025-11-04,164
CASE04112,Land,4,High,J001,0,CR05,2024-10-01,176
CASE04113,Civil,5,Medium,J006,5,CR06,2024-04-10,115
CASE04114,Civil,3,Medium,J003,2,CR04,2024-11-29,140
